rating,text
fresh,"Dobkin's film is lit up by a couple of genius scenes: first, a siblings support-group attended by Frank Stallone, Stephen Baldwin and Roger Clinton; second, a superb in-joke triggering Spacey's redemptive thaw-out, stoking a festive glow against the odds."
fresh,"Fred Claus isn't especially funny but it's well made, superbly acted and entirely watchable, provided you can stomach the sentimentality levels."
rotten,"It creates a seasonal glow, but inconsistencies keep Fred Claus off the 'Nice' list this Christmas."
rotten,What seems like fertile comedy territory turns out to be as barren as the North Pole.
rotten,"While it tries to bring a new premise into the mix (Santa Claus has a cranky older brother), the result is just as humorless and stale as the Tim Allen's The Santa Clause trilogy."
fresh,"Vince Vaughn's famously rude Wedding Crasher gets macho with Ludacris as a m-igitalized feisty Santa elf, while huddling over the pint-sized urinals in the john with another, to clue him about North Pole dirty dancing and romance."
fresh,"Neither as terrible as it could be nor as funny as it should be, this is a painless way to catch a new holiday movie without getting into a fight about what part was the lamest."
rotten,Watching this kind of talent forced to muddle through this minefield of tired and embarrassing jokes is almost enough to make you reject the baby Jesus altogether.
fresh,There are plenty of cringe-worthy moments in this overlong seasonal tale ... but Fogelman and Dobkin do manage to find the right mix of sweet and sour.
rotten,A great cast fights a losing battle against moldy Christmas movie material in the holiday comedy Fred Claus.
rotten,"A neat idea badly executed. Early in the film, there are some funny bits, but by the end, the narrative completely loses its way. Without the weight of the personalities involved, the film would be quickly forgotten."
rotten,Vaughn is a funny guy in the right vehicle. This isn't it.
rotten,Reindeer roadkill.
rotten,"Look! It's the inevitable dance sequence where Vince teaches all the elves the lessons of Footloose, because if there's one thing you need on the toy assembly line, it's 'jazz hands.'"
rotten,A soulless concoction that's a joy-sinkhole for the whole family.
rotten,What is Ludacris doing in this movie?
rotten,"While the movie is often undeniably amusing, it's rarely funny."
rotten,"Ho-ho-ho-hum...here's the annual average holiday ""family"" film."
fresh,"A true Christmas classic to take the whole family to and enjoy. Put up your tree in anticipation of this film and get in the spirit, because this film will definitely cause you too."
rotten,"The movie is less ho-ho-ho than uh-oh, or oh-no."
rotten,There is absolutely no way writers were involved in the process that pooped out this holiday turkey.
rotten,Fred Claus is a large lump of coal in your pre-holiday stocking sure to give you a stomach ache after eating too much turkey.
fresh,"There are some scattered big laughs and a sweet message here, so I'm giving it a mild recommendation."
rotten,"Hlas, Fred Claus est aussi prvisible que la bouteille de Old Spice que l'on achte  papa..."
rotten,Don't make the mistake of misreading this mean-spirited production as a kid-friendly Christmas flick.
rotten,"With not even its excellent cast to recommend it, Fred Claus is an ill-conceived, charm-less film that will delight neither youngsters nor their parents. From tedium to schmalz, the film tries to be all things to everyone, and succeeds in none"
fresh,"Santa's mother, who obviously never heard of Dr. Spock, violates important childrearing advice in 'Fred Claus.' Amusing holiday chaos ensues."
fresh,I'm so glad there's another Fred movie. I've been getting Drop Dead Fred and Right Said Fred since I was in middle school.
rotten,"Fred Claus is pure Vince Vaughn hijinks, but the PG, family-friendly mode may not be his most advantageous venue."
rotten,A ho-ho-hum yuletide comedy trying to shoehorn Vaughn's fast talking wise-guy brand into a warm and fuzzy Christmas confection that seems like it has been focus-grouped to smithereens.
rotten,"The cast boasts three Oscar winners and two nominees. Normally, such a pedigree would guarantee great performances, at the very least."
rotten,"As derivative and predictable as any of the holiday comedies of the past few years, providing audiences with at best a handful of laughs. Most of it is uninspired."
rotten,"The story vacillates between broad, kid-friendly gags and a series of oddly sour riffs on the theme of adult sibling rivalry."
rotten,It senselessly dims an idea that should shine as brightly as Rudolph's nose.
rotten,"The film is a disaster, with an ending that is exactly the kind of schmaltz Vaughn usually makes fun of."
fresh,Vaughn gets plenty of mileage exploring both the painful and fun sides of Fred.
rotten,"It may not be a new holiday classic, but at least it's funny."
rotten,"A complete bust, derivative and uninspired, boring and dull, not funny, not moving and about a half hour too long."
fresh,"Fred Claus turns out to be not bad for a Santa movie, which I suppose could be interpreted as either faint or excessive praise, depending on your view."
fresh,"Friend, you may find yourself wondering how we ever survived the holidays without a Christmas dose of Vince."
rotten,"The satire on globalism and downsizing is also as old as the Clinton administration, but that doesn't stop director David Dobkin from selling it like fresh goods."
rotten,"Unable to sustain its one-note premise, the story foolishly revels in the mythology of Christmas to mask comedic vapidity. The trick doesn't work."
rotten,"There is more plot in the average Geico commercial, so the movie pads itself with detours into sketch ideas that don't develop past the basic concept."
rotten,About as funny as a sack of coal.
fresh,A pleasant little seasonal gift.
rotten,Ignore this piece of humbug.
rotten,"Come back Tim Allen, all is forgiven!"
rotten,"The movie's constantly shifting timbre takes some getting used to, and it's hard to escape the feeling that a whole lot of actors (Rachel Weisz, Kathy Bates, Miranda Richardson) are wasted in a whole lot of roles."
rotten,"It's more like a holiday fruitcake: a lot of different chunks of stuff -- some bitter, some sweet, some awful -- half-baked and sent to people low on the Christmas list."
rotten,An amiable but awkward Christmas bauble that depends too much on charm substituting for timing.
rotten,The eggnog quickly turns sour as the movie alternates between moments both heartwarming and bizarre.
fresh,"There's no more fleet talker flapping his lips with free associative aplomb than Vaughn, and he uses his edgy powers for good here."
rotten,"Award winners like Giamatti, Kathy Bates, Miranda Richardson, Kevin Spacey and Rachel Weisz struggle valiantly to elevate the material, but it's hopeless."
rotten,"Like so many secular, big-studio Christmas comedies, this isn't naughty enough to be funny or nice enough to be uplifting."
rotten,"If Vaughn is trying to test the family-film waters without abandoning his core audience, it doesn't work here."
fresh,[Vaughn's] naughtiness has never seemed so approachably nice.
rotten,The storytelling and focus are all over the map.
rotten,The idea that Santa Claus... is getting the life lessons and not giving them is the surest indicator of how crass this movie is.
fresh,"It may not be brilliant, but it's easily the best holiday movie since Elf..."
rotten,Paul Giamatti's oddly soulful turn as Santa stands out like a Christmas cookie atop a septic tank in this randomly plotted and intermittently amusing formula comedy.
rotten,"A generally fun movie as long as your expectations are low enough. But considering the talent of the cast and filmmakers, Fred Claus should be better (and funnier) than this."
rotten,"...far from the light-hearted, family-friendly comedy its promotional materials have been promising..."
rotten,"By the time it was over I'd already shrugged my shoulders, closed up my notebook and managed to inch a few seats closer to the door."
rotten,"The anemically kooky coal-in-the-stocking comedy feebly employs the same tactics. The toothless slapstick Fred Claus is merely ""ho ho ho"" and a bottle of dumb!"
rotten,"Here's the newest entry in that curdled genre, the I-Hate-Christmas movie."
rotten,"a passionless, crappy, made-for-TV-grade, sanitized feel-good fest"
fresh,"Fred Claus is the perfect post-millennial holiday film. It's funny, smart, wicked, warm, and above all, completely clued-in to our growing crass commercialization of Christmas."
rotten,Fred Claus is a tacky would-be comedy about family dysfunction that fronts some Scrooge attitude only to dissolve into slobbering sentimentality and canned uplift.
rotten,"Freely mixing reality therapy, fairy tale and satire, Dobkin's film does not maintain a consistent tone."
rotten,[Fred Claus] has apparently studied Elf and figured out everything that could have gone wrong with its fish-out-of-water Christmas fable.
rotten,Fred Claus ends up closer in spirit to Eugene O'Neill than it is to Dr. Seuss.
rotten,"The best children's stories are the simplest, and this one's a complicated mess."
fresh,A Santa story you've never heard before turns into a bright holiday package - filled with pure enjoyment for kids.
rotten,"Isn't there a verse in Revelations that proclaims when Tim Allen makes a funnier Christmas movie than Vince Vaughn, end times are a-comin'?"
rotten,
rotten,"David Dobkin directs with some sparkle, but without the sustained energy he brought to Shanghai Knights (2003) or Wedding Crashers (2005)."
rotten,"Fred Claus is like alump of coal, the kind of thing that no one in their right mind would possibly want to receive for Christmas and the kind of thing that could only be useful to people when set ablaze."
rotten,It's like they took the most tiresome elements of 10 different holiday films and patched them together into one ugly quilt.
rotten,"Boasting one of the least imaginative idea-to-execution screenplays to come along in memory, all the film has is some ad libbing from Vince Vaughn to keep the film afloat from the ill-inspired direction of David Dobkin."
rotten,"It's not offensive. It's not stupid. It will not cause you to go running out of the theater screaming, while holding your hands over your ears and eyes. It's just blah."
rotten,One wonders what made producer Joel Silver think this bizarre mix of incompatible genres would be a potential hit. Santa may have to skip his house for every winter holiday to come.
rotten,a fragile premise stuffed with hollow Christmas jokes
rotten,"Even though Vaughn knows how to build a pretty good performance out of little more than exasperated eye-rolling, he's just coasting here, and his scenes with Giamatti have no weight and no energy."
rotten,Fred Claus doesn't know if it wants to be naughty or nice.
rotten,Fred Claus wants to be both naughty and nice -- and still get some sort of present.
rotten,Bah. Humbug.
rotten,"This movie takes a good thing and runs it deep into the ground, leaving behind a frothy trail of sentimentality."
fresh,"If you must haul the kids to yet another annual (per)version of A Christmas Carol, you could do a lot worse than this cheeky, modestly edgy caper from Wedding Crashers director David Dobkin and screenwriter Dan Fogelman."
fresh,"Re-teaming with Wedding Crashers director David Dobkin, Vince Vaughn plays the eponymous character, Santa's crankier and considerably less charitable older brother, while doing all the riffing his PG straitjacket will allow."
rotten,An insipid Christmas comedy.
rotten,"How many laughs can one movie try to squeeze out of Vaughn being attacked by elves? Sadly, it's an awful lot."
rotten,"Holiday comedy's no classic, but it's OK for kids."
rotten,Joins the unsavory ranks of holiday entertainment that isn't entertaining and has little holiday cheer. This is a sinful missed opportunity for all involved.
fresh,"Vaughn is marvelous dancing with the elves, but plot digressions that take much too long to resolve and mangled special effects are a distraction and a nuisance."
rotten,"Fred Claus seems a clever installment, not a seasonal classic, a buffet whose many nibbles you sample, move on and quickly forget."
rotten,"Now You See Me may boast incidental pleasures courtesy of an all-star cast, but the film’s oft-repeated line “the closer you look, the less you’ll see” ultimately proves true."
rotten,"The story is riddled with plot holes. Some characters are so poorly written. The magic, which should be a strong point, won’t blow anyone’s socks off."
fresh,"The script plays fast and loose with logic and credulity and Letterier leans far more on CGI than old-school stagecraft magic, but the energy provided by Letterier’s driving pace and swirling cameras keep the film bouncing along..."
fresh,The magic isn't just confined to the vocation of the main characters in this complex and charismatic 2013 crowd-pleaser.
rotten,One of those films that tries to be too clever for its own good.
fresh,"This top notch cast manages to infuse the film with a sense of fun, style and a little suspense."
rotten,I wish I knew how to do magic. I think it would be a cool gift to have. My first trick would be to be to erase this film out of my head.
fresh,"Now You See Me is pure summer popcorn. While it's not a super movie, it is a rather entertaining diversion for a couple hours."
fresh,"It is risky, genius casting."
fresh,"An engaging little summer caper. With a talented cast and a twisty bit of storytelling, this is an adequate bit of entertainment that is enjoyable in the moment -- even if it is rather implausible if you think about it."
rotten,"The magic tricks are quite spectacular, especially one which features Ms Fisher floating above the audience in a giant bubble. But Now You See Me needed more sharpness for it be a really good film."
rotten,"Some will enjoy the show all the way to the final twist, but by the time the credits roll, you'll feel like Leterrier and his screenwriters ran out of top hats and rabbits and decided to saw their audiences brains in half."
fresh,"At a time when most mentally agile films are very talky and most action films have sing-along plots, Now You See Me is a surprisingly lively set of twists, turns, revelations and explosions."
fresh,Now You See Me is an entertaining trick for the eyes.
fresh,Now You See Me is a rarity: a summer movie that manages to entertain without killing off a single of its viewers' brain cells.
rotten,"A film that relies on one of the worst, if not the worst twist in cinema history, and literally erases everything that it builds up to."
fresh,"Now You See Me is fun but flawed summer fluff. There are certainly moments of greatness here, but the execution falters too many times."
rotten,"However, the film sacrifices true depth of characterization of its leads in its quest to be purely entertaining, and the film suffers as a result. We are left rooting for-and against-a series of charming façades."
fresh,"It gives you a little taste of both kinds of tricks. If you are looking for fun that involves more of the mind and a little less of the explosive kind, [Now You See Me] is the film for you."
rotten,"""Why?! Why?!"" screams Morgan Freeman and you, the viewer."
fresh,It's a fun set-up with a terrific cast - [Jesse] Eisenberg plays against type as a smooth-talking card trickster while [Woody] Harrelson radiates easy charm as a mentalist and serial flirt.
fresh,"Force-fed magic is fun for a while, then it fizzles out along with our complicity to believe."
rotten,"With the classic magician's tactic of misdirection, Now You See Me gets us to look at all the explosions, car crashes and pretty people while concealing that the magician's hat is empty and his cards are clearly marked."
rotten,"Like a car that all at once blows its transmission, loses power steering, succumbs to a flat tire, and catches fire, ""Now You See Me"" is a wreck in every sense of the word."
fresh,"Now You See Me is a slick crime caper that works because of its witty dialogue & large cast, but falls flat due to a finale that fails to leave any sort of magical impression"
fresh,"Clever, original, wildly improbable, wildly enjoyable and directed with all the necessary flash and dazzle, the film combines the pleasure of a well-engineered heist movie with a twisty-turny plot full of wit, double-takes and sleight-of-camera."
fresh,"This surprisingly witty, deliciously well-played and sneakily subversive outing from director Louis Letterier freaks out a little into its final act but, nevertheless, ranks as one of the year's most entertaining pics."
fresh,"Like a real magic show, Now You See Me is thoroughly entertaining for the most part, but is ultimately silly and substanceless."
fresh,"If you are going to avail yourself to two of hours slight of hand and slippery conjuring, you are going to have to be willing to believe the unbelievable to fully enjoy the show."
fresh,Abracadabra! The character development has vanished! But the flowers are still standing!
rotten,"The opening credits roll, the stage is set and then SHAZAM... all sense of logic magically disappears."
rotten,Ocean's Eleven for Gen-Y; it's a 'pop heist movie' that's more concerned with looking cool than being it.
fresh,"Seductive with its opening magic show delivering fabulous illusion, Now You See Me has a bit of Ocean's 11 at its heart. It's somewhat darker, and it's that darkness that gives it texture"
fresh,"A hugely enjoyable thriller, whose sleight of hand is both audacious and ambitious, Louis Leterrier's film is considerable in scale and daring"
rotten,Hollywood bombast masquerading as something trickier.
fresh,Now You See Me puts the fun back in being fooled.
fresh,"If you look at the film as escapist fare where you just go: 'My brain's off, you got a good cast, you got a good concept, roll with it' -- I think you'll be fine."
rotten,"Audiences go to magic shows to get fooled, but that doesn't mean they want to leave feeling cheated."
rotten,"The story moves jauntily toward its destination; the destination, unfortunately, is a disappointing wreck."
fresh,"Surprisingly delightful audience entertainment, unburdened by overzealous special effects and loud soundtrack cues and driven by a story that, well, just likes the idea of being smart."
fresh,"Now You See Me is a picture that lays all of its cards on the table, only to uncover one or two jokers in the pack."
rotten,A fairly unmagical couple of hours at the cinema.
fresh,"The idea of magicians conducting a series of heists is a great one, but this under-developed film never quite seizes the opportunity. Even its terrific A-list cast can't make much of the lame plot."
fresh,Ignore the gaping plot holes and Now You See Me all comes together in gloriously silly fashion.
fresh,"Implausible climax aside, this fast-paced, fizzy summer blockbuster leaves us with food for thought."
fresh,This is a film about razzle dazzle composed entirely - and appropriately - from razzle dazzle.
rotten,"A flashy heist thriller about a quartet of bank-robbing magicians, Now You See Me boasts surface dazzle and foxy sleight of hand, but when its makers reveal their narrative tricks you'll more likely shrug than gasp with awe."
fresh,"Most of it makes no sense at all, but who cares? This is cheerful ridiculousness pulled off with panache."
fresh,It entertains.
rotten,"Overcooked, overcomplicated and underinteresting, this heist caper turns into a mess."
rotten,Leterrier handles his camera like a Swingball set. Sleight-of-hand has seldom felt slighter than this.
rotten,"Despite decent performances, this is a hugely disappointing, poorly conceived and badly directed thriller that ultimately fails thanks to the sheer contempt it displays for its audience."
rotten,A glossily superficial yarn that elicits a shrug and a resigned 'meh' rather than awed incredulity.
rotten,"A film which proves the theory that if magicians were also bankrobbers, they'd still be pretty stupid."
rotten,When the smoke finally clears you won't hear a single gasp. The groans could be deafening though.
rotten,"Bustling, glittery, uninvolving."
fresh,"There are so many twists, turns and 'shocking reveals' that we're soon bogged down by a top-heavy narrative that then collapses with a final reversal that's only stunning in its sheer ridiculousness."
rotten,"This flashy, flat, dispiritingly personality-free drama is more likely to make audiences disappear."
fresh,"Magicians as criminals is a marvellous conceit and Louis Leterrier gets a great deal of entertainment out of it, but it can't disguise a weak end with smoke and mirrors."
rotten,Complicated nonsense about four professional magicians caught up in an elaborate revenge plot.
rotten,"There is no-one quite so smug as a magician enjoying the bafflement of the crowd and this alleged thriller, about a rogue team of illusionists, is full of it."
rotten,"It can't cover up its weak finale with sleight of hand. Still, 'Now You See Me' puts on a nice show, particularly in its first half."
rotten,"If you see only a handful of movies a year you'll probably love it. If you see one every weekend, you're going to demand smarter illusions than this film can muster."
rotten,...a missed opportunity that never lives up to its strong opening...
rotten,"It has all the depth of a Vegas magic act, though take heart, it's one fifth of the price."
fresh,...the plot of Queen Latifah and Katie Holmes' 'Mad Money' is more doable.
fresh,An intriguing premise wrapped in mystery that takes the audience into unexpected outcomes and pleases along the way.
fresh,This will be one of Summer's top blockbusters. Experience the magic and See it Now.
fresh,"...the illusions, as presented, are spectacular."
fresh,This will be best enjoyed by those willing to be hoodwinked along with the characters.
fresh,"I love magic, and films about magic, like 'Houdini,' 'The Prestige' and 'The Illusionist.' This is a film about magic. Although it is pretty high tech, a lot of the magic tricks in it are very traditional, based on trickery and misdirection."
fresh,It's only during the too-long finale that the wheels fall off and the script reveals itself to be not as smart as it pretends to be.
rotten,The movie initially dazzles but ultimately succumbs to the Houdiniesque straitjacket of its increasing implausibility.
fresh,Possible - But Is It Real
fresh,"While it runs a little long, the fine acting by the outstanding cast and the high production values make this an entertaining trip."
fresh,The enthusiasm and bouncy energy with which the film rockets through its plot... are enough to keep it peppy and fun despite how utterly shallow and trivial it is.
rotten,"Although Now You See Me lures us with its razzle-dazzle, the film really has little up its sleeve."
rotten,"There's flash, energy and an exciting chase sequence. There's also much to do about magic tricks that aren't so enchanting."
fresh,The brilliant heist caper and the fascinating realm of illusion blend flawlessly in the summer's most intelligent film...
fresh,It was fun while it lasted.
rotten,Leterrier's sixth feature film relies so heavily on the flashiness of a great show that the characters become props whose motives and storylines disappear amidst all the smoke and mirrors of the movie.
fresh,I didn't care all that much about the implausibility or plot holes because the movie is start-to-finish fun.
fresh,"A slick little cat-and-mouse caper wrapped around a novel idea, and the likeable cast runs with the fun."
fresh,Makes up in razzle-dazzle what it lacks in intelligence.
fresh,A surprisingly enjoyable look at the world of magicians and what goes on behind the scenes.
fresh,The real trick is going to be pulling the ticket price out of the audience's pockets for this handful of smoke.
fresh,"A uniquely cool mix of actors. While it does have some flaws there is enough here to warrant a viewing, maybe even a 2nd just to see if everything hangs together once you know the reasons why - it get extra points for not being in 3D."
rotten,"To be fair, Now You See Me is only nominally about super slick magic. It's really a super slick caper movie."
rotten,"The final act reaches up its sleeve and pulls out a big twist that's supposed to take us by surprise - but, instead, just takes us for idiots."
rotten,A messy magic act dominated by Eisenberg who once again shows off his amazing skill at memorizing long monologues
rotten,About as thrilling as watching a movie about a white rabbit come out of a magician's hat.
fresh,"Smart casting, agreeable performances and a fresh narrative backdrop power this facile, twisty treat, helmed by Louis Leterrier."
rotten,"The structure requires a lot of patience to see through to the end, and the lack of an actual reason to care about the game ... [tests] that patience."
rotten,"It's true...The closer you look, the less there is to see."
rotten,"The movie is nothing more than an empty spectacle hopelessly riddled with gaping plotholes, narrative coincidences and a final twist that couldn't have been more preposterous had it revealed that Chewbacca was actually Luke's father."
fresh,"An intriguing escapade, revolving around a magician's deliberate misdirection, as in 'The more you look, the less you see.'"
rotten,begins with a giddy sense of mischief and ends with a contrivance that bespeaks the desperation of failing to plan for a proper ending.
fresh,You have some fun along the way.
rotten,Characters acting falsely just to fool some imaginary 3rd party who may be looking on like The Purple Rose of Cairo is as bad as a living room magician from pre-school telling their spectators to close their eyes while they hide the ball. Only not as cute
rotten,"The characters are sketchily drawn, so the success of this film depends almost entirely on the storytelling, which is exceptionally cluttered"
fresh,"Now You See Me is a fine disposable summer movie. It has a lot of flash, but that's magic."
fresh,"Pure summer movie magic - literally. More fun than Ocean's 11, 12 and 13 combined. You won't believe you eyes - and that's the point."
rotten,Now not as Magical as it Wants to be
fresh,"If you're interested in a suave demonstration of cinematic showmanship (no more, but no less), then you might want to consider giving Now You See Me a look."
rotten,"The movie finds a bit of redemption in its excellent cast, who do what they can with the lacklustre script. But in the end, what Now You See Me is missing is simply that ineffable spark called magic."
rotten,"If you're OK with the film playing you for a sap, you'll laugh and clap and wonder how that bird got into that hat. But if you think there's a difference between being tricked and being cheated, you may feel swindled."
rotten,"Leterrier also tries to pack an extraordinary amount of story and twists into a fairly ordinary running time, resulting in editing so choppy that sometimes even the easy parts are hard to follow."
fresh,Seems far too clever to be a summer release--those who enjoy fun heist movies should appreciate how unique this one is from others.
fresh,Teen-appealing heist movie has a few brutal fight scenes.
rotten,"This would-be ""Ocean's Eleven"" of the magic world remains watchable throughout, even as it plods along without ever quite fulfilling its potential."
fresh,"Aaron Spelling-style mindless entertainment, what they used to call a B-movie, with a lot of narrative holes to fill for an active-minded viewer. That's tantamount to going to see a magic act with a debunker's frame of mind, though"
rotten,One of those movies with a terrific premise and a less-than-terrific follow-through.
rotten,"Does a great injustice to the skill of misdirection by turning elaborate deception into blunt blockbuster filmmaking, perverting sleight of hand beauty into moronic CGI-drenched escapades where anything goes."
rotten,"Boasting a terrific cast and a flimsy plot whose logic disappears faster than a rabbit in a hat, Now struggles to pull off its cinematic sleights of hand."
fresh,"Plenty of cinematic subterfuge is needed to keep this high-speed heist act in the air, but it's a fun ride if you don't look where you have been or where you are headed."
rotten,It's a cheat even before taking a last-minute excursion into a more fantastical genre.
rotten,"Not much magic here. Sometimes a great twist ending can make up a lot of lost plot ground, but even the end twist of Now You See Me is mundane."
fresh,"Good light summer fun, but frustrating. The Four Horsemen should have been the focus rather than Mark Ruffalo's cartoonishly dogged FBI agent."
fresh,"Has an appealing comic spirit, and it's a considerable amount of fun, in parts."
rotten,"There's nothing behind all this sturm und drang but a lineup of insubstantial ciphers, all false fronts and empty words in a pretend world not quite conducive to emotional investment."
rotten,Shyamalan’s efforts to stretch this into 108 minutes leaves far too many dull lapses.
fresh,A HORRIFYING Concept that will have you leaving the theater contemplating your life & the time you spend in it!
rotten,"Old is one of those cases of a remarkably unique, intriguing concept failing to reach its potential due to an overall disappointing execution of too many ideas."
fresh,"Questionable conclusions aside, you still can’t deny the beautiful simplicity of Old’s concept or the cast’s stellar performances throughout the feature."
rotten,"...Old fails to live up to its potential because of its half-baked, poorly written characters"
fresh,"That pitch and pace unfortunately does the ensemble cast no favors, all of them struggling mightily to deliver some of the clunkiest dialogue of Shyamalan’s career."
fresh,"Though Old has a number of observable shortcomings, my overall impression of the film that sticks with me is that of excitement and amusement."
fresh,"Shymalan’s latest is compellingly perverse and wracked with a real sense of menace, making its hopeful denouement something of a betrayal."
rotten,Quite beautiful and very stupid.
fresh,"“Old” sees Shyamalan once again blending the supernatural with the real world to make something that’s uniquely his own. Not everyone will be onboard, but I was."
rotten,Add Old to the unrealised potential column of M Night Shyamalan's filmography.
rotten,The director’s latest reconfirms my original sentiments that M. Night Shyamalan is a one-trick pony who isn’t the most exciting filmmaker.
rotten,"""Old"" is wildly inconsistent, preventing it from ever being genuinely as good as some of the director's better works such as ""The Sixth Sense,"" ""Unbreakable,"" or ""Split."""
rotten,"Old's breakneck pacing once things start going south leaves little room to delve into character and personal relationships, or feature enough quieter flashes that would have helped to create sympathy for these people we've not long met."
fresh,iOldi represents the sort of solid mid-range thriller that use to litter the multiplexes 25 years ago.
rotten,"Try as it might, Old doesnt live up to its trailer, nor does it stand tall against some of Shyamalans other films."
rotten,"What is clear, however, is that Old is nowhere near the project many were hoping it would be and will leave many audience members and long-time Shyamalan fans shaking their heads."
rotten,Shyamalan remains more invested in setting the hook than reeling in his audience.
fresh,"While far from a masterpiece, Old is an entertaining thought exercise from one of Hollywoods most invigorating filmmakers."
fresh,"Old delivers on its buildup of tension, although it struggles to engage on a dramatic level."
fresh,"""Old includes familiar Shyamalan trademarks mixed in with some new tricks."""
fresh,Fearsomely compelling until the final unnecessary 'twist' transforms a terrifying metaphor about the pitilessness of old age into what seems to be a pitch for a cable sci-fi series.
rotten,"it was a snooze...I don't recommend it, I wouldn't watch it and I wouldn't waste the time."
rotten,"At least I wasn't bored. But it wasn't great. I at least had fun laughing at the nonsense. It didn't feel like a cash grab or truly lazy, except for the writing..."
rotten,"Shyamalan's movie was too timely, an obvious and exact mirror of pandemic life over the previous year and a half..."
rotten,"Performances tend to be emphatic, sometimes too much so. [Full review in Spanish]"
fresh,As brilliant as it is perfectly idiotic. [Full Review in Spanish]
rotten,"Half-baked and bogged down by subtext, the high concept Old fritters away its intriguing potential by dispensing too little explanation in its trouble-in-paradise vacation plot."
fresh,"Old is frustrating, Old is foolish, Old is fun, and Old just has to be the so-bad-it's-good movie of the year."
fresh,A great movie that is an island unto itself. [Full Review in Spanish]
rotten,"With its sub-par storytelling, lapses in logic, and generally dull plotting, Old represents another failed outing for struggling writer/director M. Night Shyamalan."
rotten,"""Old"" takes an intriguing premise that had the potential to grow and land with an impact and plays it safe with its characters and ending."
fresh,"Shyamalan's big ideas are always a fun labyrinth to explore, and 'Old' throws in some excellent, twisted horror to boot."
fresh,"...while super-slick, and certainly good to look at, Old is a remorselessly sick and disturbing film..."
rotten,"Shyamalan has garnered a reputation for twists and turns that has regularly come off onscreen as a professional burden rather than an artistic choice - a sick, unfortunate game of catch up by a director once heralded as the next filmic pioneer."
fresh,"Of course, there's a twist, but this isn't a typical M. Night Shyamalan movie, so it's not dreams or aliens or a ship in a bottle. It's modern and altruistic in the only way Chaotic Good can be."
rotten,"Nobody can accuse M Night Shyamalan of pulling punches, but what if viewers are the ones being punched?"
fresh,"It's kind of like a B-minus Twilight Zone premise writ large and outlandish, with a bit of mediocre soft-core body horror mixed in there for good measure."
rotten,The film tries to pretend that its central gimmick has not been given away by its posters and trailers. It is frustrating to watch characters stumble in the dark for so long.
fresh,Who else would create a character called Mid-Sized Sedan and expect to be taken seriously?
rotten,M. Night Shyamalan delivers a movie full of cool ideas that don't age well.
rotten,"If you're going to make me wait 90 minutes for a worthy finale, at least give me interesting characters to care about in the lead up."
rotten,"It's all absurd, and the twist at the climax doesn't necessarily make things better, but maddeningly worse"
fresh,"While the film does start off a little uneven, it flies fast and fierce once the plot kicks in, turning into a fun and frightening thrill ride."
fresh,"Doesn't rank among M. Night's finest, but has enough interesting ideas, compelling characters, and disturbing moments to keep genre fans happy."
rotten,"When the end credits finally begin, you too will be wondering if your past (hour and forty-eight minutes) could have been better spent."
rotten,"If 'Old' stuck to the rooting themes within the confines of its smaller story, the overall premise would have landed better."
rotten,"Insufficiently developed characters, awkwardly acted scenes, embarrassing dialogue: M. Night Shyamalan has made some awful movies in his day, but Old is one of his worst."
fresh,"Shyamalan is a maker of moods, and often a master of them, capturing unease and slow-settling fear with sounds and images and... that prowling Shyamalan camera of gentle portent, before it all comes crashing down. (In momentum, there is grace.)"
fresh,A compelling premise accompanied by great performances. I loved the twist & left me thinking about time and how we utilize it.
fresh,"Shyamalan excels in creating and sustaining an unsettling atmosphere... However, Old lacks any emotional introspection about human mortality, save for a fleeting moment of reconciliation between Bernal and Krieps."
fresh,"Old is an imperfect movie, one with its share of lows. However, those lows are outnumbered by the highs ... unsettling and creepy, beautifully shot and weirdly visceral. You know - an M. Night Shyamalan film."
rotten,"Though there are moments of pulse-quickening body horror, the film's pace is mostly sluggish, with telegraphed plot revelations and flubbed emotional cues piling up like flotsam."
fresh,"OId was very much M. Night channeling his inner Rod Serling, crafting a weird and wonderful tale of the unknown that feels plucked from that era of the late 50s TV fare."
rotten,"Sadly, despite those high stakes, the tension rarely reaches a boiling point, let alone a sustainable simmer."
fresh,Aging has never been more frightening but fun
fresh,Mid-tier Shymalan offering with a few fleeting moments of effectiveness.
fresh,...an almost prototypically uneven Shyamalan effort that undoubtedly (and ultimately) exploits its oddball setup to its full potential...
rotten,"Despite its interesting premise, it fails to find the right balance between the seriousness of its existential themes and the absurdity of some of its turns. [Full Review in Spanish]"
fresh,"M. Night Shyamalan's psychological thriller successfully evokes an existential sense of dread and ultimate acceptance of human mortality. But it's marred by a jarring final twist that feels so forced, it almost belongs in an entirely different movie."
rotten,The story doesn't always stitch together because the characterisations are fleeting.
fresh,"OLD is very successful at what it has attempted to do and stands as the first Shyamalan film that has managed to really scare me. It is a beautiful film that has a fair amount of ugliness in it as well, as it should."
fresh,You still have in Shyamalan an astute chronicler of the human condition.
rotten,"An unexplained force prevents folks from fleeing the sandy cove, sort of like Luis Bunuel's ""The Exterminating Angel,"" albeit less existential."
fresh,"Old is the rare M. Night Shyamalan movie where he doesn't swing for the fences; instead, it is a mid-tier science fiction thriller with some interesting body horror moments and something moderately interesting moral quandaries at the end."
